ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
R-HSA-9614085,FOXO-mediated transcription,1/108,65/11091,0.47159848599374,0.602472706987218,0.555799776995896,5443,1
R-HSA-9609507,Protein localization,2/108,164/11091,0.476456673426492,0.607226404796532,0.560185210811703,4843/5193,2
R-HSA-500792,GPCR ligand binding,5/108,468/11091,0.481466258874872,0.611245664614417,0.563893102778527,150/11211/8111/5443/6865,5
R-HSA-6802952,Signaling by BRAF and RAF1 fusions,1/108,67/11091,0.481899671915111,0.611245664614417,0.563893102778527,22866,1
R-HSA-1257604,PIP3 activates AKT signaling,3/108,268/11091,0.486592919679984,0.613852787622034,0.566298254695667,9173/5295/5526,3
R-HSA-204005,COPII-mediated vesicle transport,1/108,68/11091,0.4869754008187,0.613852787622034,0.566298254695667,2157,1
R-HSA-112315,Transmission across Chemical Synapses,3/108,270/11091,0.491546064990314,0.613852787622034,0.566298254695667,22999/6507/6616,3
R-HSA-3214841,PKMTs methylate histone lysines,1/108,69/11091,0.492001859742005,0.613852787622034,0.566298254695667,7468,1
R-HSA-3371453,Regulation of HSF1-mediated heat shock response,1/108,69/11091,0.492001859742005,0.613852787622034,0.566298254695667,3306,1
R-HSA-9662360,Sensory processing of sound by inner hair cells of the cochlea,1/108,69/11091,0.492001859742005,0.613852787622034,0.566298254695667,6616,1
R-HSA-9793380,Formation of paraxial mesoderm,1/108,69/11091,0.492001859742005,0.613852787622034,0.566298254695667,9241,1
R-HSA-9013026,RHOB GTPase cycle,1/108,70/11091,0.496979522520798,0.61861786719372,0.570694188540629,5295,1
R-HSA-68949,Orc1 removal from chromatin,1/108,71/11091,0.501908858476497,0.623300768433603,0.575014310323135,4173,1
R-HSA-8939902,Regulation of RUNX2 expression and activity,1/108,72/11091,0.50679033245876,0.627902639287651,0.57925967905898,860,1
R-HSA-5654738,Signaling by FGFR2,1/108,73/11091,0.511624404887696,0.632424611597291,0.583431338907022,5295,1
R-HSA-9013106,RHOC GTPase cycle,1/108,74/11091,0.516411531795677,0.635400364006662,0.586176562892013,5295,1
R-HSA-9013408,RHOG GTPase cycle,1/108,74/11091,0.516411531795677,0.635400364006662,0.586176562892013,5295,1
R-HSA-9833482,PKR-mediated signaling,1/108,75/11091,0.521152164868752,0.639759209287158,0.590197732991109,3306,1
R-HSA-9659379,Sensory processing of sound,1/108,76/11091,0.525846751487686,0.644041663519321,0.594148429976429,6616,1
R-HSA-9009391,Extra-nuclear estrogen signaling,1/108,77/11091,0.530495734768605,0.648248792600538,0.598029637171401,5295,1
R-HSA-2219530,Constitutive Signaling by Aberrant PI3K in Cancer,1/108,78/11091,0.53509955360327,0.650895584565253,0.600471384933054,5295,1
R-HSA-3214858,RMTs methylate histone arginines,1/108,78/11091,0.53509955360327,0.650895584565253,0.600471384933054,92815,1
R-HSA-6806834,Signaling by MET,1/108,79/11091,0.539658642698961,0.654791115062818,0.604065132760494,5295,1
R-HSA-9013149,RAC1 GTPase cycle,2/108,185/11091,0.540754460192327,0.654791115062818,0.604065132760494,152273/5295,2
R-HSA-983712,Ion channel transport,2/108,186/11091,0.54367931430984,0.656843334482929,0.605958368890224,1193/79054,2
R-HSA-212165,Epigenetic regulation of gene expression,2/108,187/11091,0.54659139427732,0.658870890618711,0.607828852374447,8347/8339,2
R-HSA-74752,Signaling by Insulin receptor,1/108,82/11091,0.553071816685201,0.665180968715985,0.613650095326396,5295,1
R-HSA-2467813,Separation of Sister Chromatids,2/108,190/11091,0.555250691919811,0.666300830303773,0.614683202409158,9700/5526,2
R-HSA-195253,Degradation of beta-catenin by the destruction complex,1/108,83/11091,0.557456251583738,0.667447619609229,0.615741151147485,5526,1
R-HSA-6802957,Oncogenic MAPK signaling,1/108,84/11091,0.56179806888288,0.671141317188944,0.619148701841959,22866,1
R-HSA-2559583,Cellular Senescence,2/108,195/11091,0.569424856753177,0.676821846279207,0.624389166289511,8347/8339,2
R-HSA-112316,Neuronal System,4/108,410/11091,0.569646014288724,0.676821846279207,0.624389166289511,57502/22999/6507/6616,4
R-HSA-6794362,Protein-protein interactions at synapses,1/108,86/11091,0.570355488437534,0.676821846279207,0.624389166289511,57502,1
R-HSA-421270,Cell-cell junction organization,1/108,88/11091,0.57874731192508,0.683741293292019,0.630772570984949,51208,1
R-HSA-9013404,RAC2 GTPase cycle,1/108,88/11091,0.57874731192508,0.683741293292019,0.630772570984949,5295,1
R-HSA-190236,Signaling by FGFR,1/108,89/11091,0.58288211973314,0.684428359061326,0.631406410488272,5295,1
R-HSA-3371556,Cellular response to heat stress,1/108,89/11091,0.58288211973314,0.684428359061326,0.631406410488272,3306,1
R-HSA-68886,M Phase,4/108,417/11091,0.583173976353752,0.684428359061326,0.631406410488272,9700/8347/8339/5526,4
R-HSA-375276,Peptide ligand-binding receptors,2/108,201/11091,0.586005194617224,0.686242925275433,0.633080404157112,5443/6865,2
R-HSA-69052,Switching of origins to a post-replicative state,1/108,91/11091,0.591031483546754,0.687605255368119,0.634337195963492,4173,1
R-HSA-9700206,Signaling by ALK in cancer,1/108,91/11091,0.591031483546754,0.687605255368119,0.634337195963492,5295,1
R-HSA-9725370,Signaling by ALK fusions and activated point mutants,1/108,91/11091,0.591031483546754,0.687605255368119,0.634337195963492,5295,1
R-HSA-2682334,EPH-Ephrin signaling,1/108,92/11091,0.595046810799204,0.689273312292353,0.635876030263791,3984,1
R-HSA-6804756,Regulation of TP53 Activity through Phosphorylation,1/108,92/11091,0.595046810799204,0.689273312292353,0.635876030263791,9156,1
R-HSA-9013423,RAC3 GTPase cycle,1/108,94/11091,0.60296065658261,0.696848605017904,0.642864472991088,5295,1
R-HSA-373080,Class B/2 (Secretin family receptors),1/108,95/11091,0.606859924481953,0.696848605017904,0.642864472991088,11211,1
R-HSA-381119,Unfolded Protein Response (UPR),1/108,95/11091,0.606859924481953,0.696848605017904,0.642864472991088,5526,1
R-HSA-6803157,Antimicrobial peptides,1/108,95/11091,0.606859924481953,0.696848605017904,0.642864472991088,1191,1
R-HSA-141424,Amplification of signal from the kinetochores,1/108,96/11091,0.610721249341534,0.696848605017904,0.642864472991088,5526,1
R-HSA-141444,Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal,1/108,96/11091,0.610721249341534,0.696848605017904,0.642864472991088,5526,1
R-HSA-9692914,SARS-CoV-1-host interactions,1/108,96/11091,0.610721249341534,0.696848605017904,0.642864472991088,6441,1
R-HSA-202424,Downstream TCR signaling,1/108,98/11091,0.618331529644586,0.702529865596189,0.648105612259051,5295,1
R-HSA-5619102,SLC transporter disorders,1/108,98/11091,0.618331529644586,0.702529865596189,0.648105612259051,6507,1
R-HSA-4420097,VEGFA-VEGFR2 Pathway,1/108,99/11091,0.622081206238635,0.705289520448899,0.650651479538901,5295,1
R-HSA-5607764,CLEC7A (Dectin-1) signaling,1/108,101/11091,0.629471409430068,0.712156213211137,0.656986216800339,9020,1
R-HSA-5689603,UCH proteinases,1/108,102/11091,0.633112636707735,0.714761412266237,0.65938959381155,92815,1
R-HSA-382556,ABC-family proteins mediated transport,1/108,103/11091,0.636718409319944,0.717315676322468,0.661745981704938,10351,1
R-HSA-2219528,PI3K/AKT Signaling in Cancer,1/108,104/11091,0.640289069293865,0.719819711585103,0.664056031976795,5295,1
R-HSA-9012999,RHO GTPase cycle,4/108,449/11091,0.64184369774053,0.720051543263535,0.664269903897762,152273/2886/5295/55717,4
R-HSA-194138,Signaling by VEGF,1/108,108/11091,0.654227309594468,0.732405415772423,0.675666734834405,5295,1
R-HSA-9748784,Drug ADME,1/108,110/11091,0.660994409277263,0.738433084841127,0.681227446689626,55748,1
R-HSA-5173105,O-linked glycosylation,1/108,112/11091,0.667630272869427,0.74196142143294,0.684482446738845,57452,1
R-HSA-69618,Mitotic Spindle Checkpoint,1/108,112/11091,0.667630272869427,0.74196142143294,0.684482446738845,5526,1
R-HSA-5610787,Hedgehog 'off' state,1/108,113/11091,0.670899781069637,0.74196142143294,0.684482446738845,7289,1
R-HSA-157118,Signaling by NOTCH,2/108,235/11091,0.671099937363502,0.74196142143294,0.684482446738845,8347/8339,2
R-HSA-68882,Mitotic Anaphase,2/108,235/11091,0.671099937363502,0.74196142143294,0.684482446738845,9700/5526,2
R-HSA-2555396,Mitotic Metaphase and Anaphase,2/108,236/11091,0.673377202387211,0.74224615138453,0.684745118959117,9700/5526,2
R-HSA-9730414,MITF-M-regulated melanocyte development,1/108,114/11091,0.674137422137634,0.74224615138453,0.684745118959117,5443,1
R-HSA-446728,Cell junction organization,1/108,115/11091,0.677343503800123,0.744241627632234,0.686586007750612,51208,1
R-HSA-168179,Toll Like Receptor TLR1:TLR2 Cascade,1/108,116/11091,0.68051833083999,0.744665550550317,0.686977089803959,6441,1
R-HSA-181438,Toll Like Receptor 2 (TLR2) Cascade,1/108,116/11091,0.68051833083999,0.744665550550317,0.686977089803959,6441,1
R-HSA-9648025,EML4 and NUDC in mitotic spindle formation,1/108,117/11091,0.683662205124207,0.746575904982263,0.688739451077665,5526,1
R-HSA-2408522,Selenoamino acid metabolism,1/108,119/11091,0.689858288479523,0.750273576472638,0.692150667828099,875,1
R-HSA-373760,L1CAM interactions,1/108,119/11091,0.689858288479523,0.750273576472638,0.692150667828099,214,1
R-HSA-202403,TCR signaling,1/108,120/11091,0.692911086952382,0.750536552601566,0.692393271471581,5295,1
R-HSA-8878166,Transcriptional regulation by RUNX2,1/108,120/11091,0.692911086952382,0.750536552601566,0.692393271471581,860,1
R-HSA-9705671,SARS-CoV-2 activates/modulates innate and adaptive immune responses,1/108,126/11091,0.710612599472356,0.768123392976868,0.708617677731469,6441,1
R-HSA-196849,Metabolism of water-soluble vitamins and cofactors,1/108,127/11091,0.713462926809974,0.768123392976868,0.708617677731469,8029,1
R-HSA-2500257,Resolution of Sister Chromatid Cohesion,1/108,127/11091,0.713462926809974,0.768123392976868,0.708617677731469,5526,1
R-HSA-6809371,Formation of the cornified envelope,1/108,129/11091,0.719080399598139,0.772613548059167,0.712759985199469,7062,1
R-HSA-69206,G1/S Transition,1/108,131/11091,0.724588743406228,0.776968652568123,0.716777704320682,4173,1
R-HSA-2454202,Fc epsilon receptor (FCERI) signaling,1/108,134/11091,0.732651226335884,0.784039588904533,0.723300862620385,5295,1
R-HSA-5663220,RHO GTPases Activate Formins,1/108,140/11091,0.748081210357856,0.79895073266219,0.737056855678898,5526,1
R-HSA-9678108,SARS-CoV-1 Infection,1/108,142/11091,0.753025836233673,0.80262634041673,0.740447717948018,6441,1
R-HSA-5621481,C-type lectin receptors (CLRs),1/108,143/11091,0.75546196827192,0.803618906488457,0.741363390965105,9020,1
R-HSA-166016,Toll Like Receptor 4 (TLR4) Cascade,1/108,147/11091,0.764970696117829,0.810504666124843,0.747715718009908,6441,1
R-HSA-8980692,RHOA GTPase cycle,1/108,147/11091,0.764970696117829,0.810504666124843,0.747715718009908,5295,1
R-HSA-1169410,Antiviral mechanism by IFN-stimulated genes,1/108,149/11091,0.769586753735698,0.812172582005657,0.749254422193273,3306,1
R-HSA-453279,Mitotic G1 phase and G1/S transition,1/108,149/11091,0.769586753735698,0.812172582005657,0.749254422193273,4173,1
R-HSA-446652,Interleukin-1 family signaling,1/108,153/11091,0.778551087710706,0.820012388239679,0.756486886844411,9173,1
R-HSA-199977,ER to Golgi Anterograde Transport,1/108,154/11091,0.780737637585203,0.820696650532477,0.757118140053616,2157,1
R-HSA-9013148,CDC42 GTPase cycle,1/108,155/11091,0.782902795776736,0.82135578181685,0.757726209127313,5295,1
R-HSA-5633007,Regulation of TP53 Activity,1/108,160/11091,0.793414899256852,0.830752070986587,0.766394577610334,9156,1
R-HSA-168898,Toll-like Receptor Cascades,1/108,169/11091,0.811081454371311,0.847588056035773,0.781926296520288,6441,1
R-HSA-5619115,Disorders of transmembrane transporters,1/108,176/11091,0.823779835620509,0.859176625432328,0.792617111575654,6507,1
R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,3/108,459/11091,0.830259094258002,0.864246308642832,0.797294051734369,22866/5295/5526,3
R-HSA-6791226,Major pathway of rRNA processing in the nucleolus and cytosol,1/108,185/11091,0.83887089949696,0.869819534624033,0.802435525732401,23246,1
R-HSA-948021,Transport to the Golgi and subsequent modification,1/108,185/11091,0.83887089949696,0.869819534624033,0.802435525732401,2157,1
R-HSA-6798695,Neutrophil degranulation,3/108,480/11091,0.852360419491206,0.882093922496713,0.813759029624407,290/5284/6616,3
R-HSA-8868773,rRNA processing in the nucleus and cytosol,1/108,195/11091,0.854140625435964,0.882226487394207,0.81388132485805,23246,1
R-HSA-196854,Metabolism of vitamins and cofactors,1/108,198/11091,0.858435395690293,0.884950774707754,0.816394564484977,8029,1
R-HSA-5617833,Cilium Assembly,1/108,201/11091,0.862604844835725,0.886231111604091,0.817575715022106,192668,1
R-HSA-6811442,Intra-Golgi and retrograde Golgi-to-ER traffic,1/108,202/11091,0.863967441415866,0.886231111604091,0.817575715022106,27333,1
R-HSA-9705683,SARS-CoV-2-host interactions,1/108,203/11091,0.865316648535628,0.886231111604091,0.817575715022106,6441,1
R-HSA-68877,Mitotic Prometaphase,1/108,205/11091,0.867975414548576,0.886231111604091,0.817575715022106,5526,1
R-HSA-72312,rRNA processing,1/108,205/11091,0.867975414548576,0.886231111604091,0.817575715022106,23246,1
R-HSA-1428517,Aerobic respiration and respiratory electron transport,1/108,215/11091,0.880508969790586,0.89560340927271,0.82622195060049,10873,1
R-HSA-6805567,Keratinization,1/108,215/11091,0.880508969790586,0.89560340927271,0.82622195060049,7062,1
R-HSA-8951664,Neddylation,1/108,246/11091,0.912342312636494,0.926218241345794,0.854465083677965,55827,1
R-HSA-913531,Interferon Signaling,1/108,269/11091,0.930382875274901,0.942740902081209,0.869707751180773,3306,1
R-HSA-1852241,Organelle biogenesis and maintenance,1/108,296/11091,0.946915846603785,0.957458332317976,0.883285037502095,192668,1
R-HSA-9694516,SARS-CoV-2 Infection,1/108,299/11091,0.948493366659568,0.957458332317976,0.883285037502095,6441,1
R-HSA-446203,Asparagine N-linked glycosylation,1/108,304/11091,0.951019996917051,0.958197506327745,0.883966948475034,2157,1
R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation,1/108,309/11091,0.953423776277936,0.958810351285156,0.88453231697507,25847,1
R-HSA-3700989,Transcriptional Regulation by TP53,1/108,362/11091,0.972717887710978,0.976374721875305,0.900735994160542,9156,1
R-HSA-983169,Class I MHC mediated antigen processing & presentation,1/108,381/11091,0.977492636075103,0.979326580983312,0.903459175833215,25847,1
R-HSA-9679506,SARS-CoV Infections,1/108,414/11091,0.983899070698036,0.983899070698036,0.907677439555846,6441,1
